site,country,lat,lon,bioregion,code,used
Mata do Capivari (Lavras),Brazil,-21.30019951,-44.33309937,NA,NA,No
Mata do Krambeck,Brazil,-21.72999954,-43.37189865,NA,NA,No
Mata do Krambeck,Brazil,-21.73419952,-43.37189865,NA,NA,No
Mata do Krambeck,Brazil,-21.7317009,-43.36970139,NA,NA,No
Mata do Krambeck,Brazil,-21.73559952,-43.3689003,NA,NA,No
Mata do PEAMA Ifes Alegre,Brazil,-20.73469925,-41.43059921,NA,NA,No
Mata em ViÁosa,Brazil,-20.28730011,-42.75189972,NA,NA,No
"Mateus Leme, floresta semidecidual",Brazil,-19.99939919,-44.33280182,NA,NA,No
Mato Limpo,Brazil,-22.0333004,-43.87749863,NA,NA,No
"Medina, floresta semidecidual de cipÛ",Brazil,-16.28140068,-41.54579926,NA,NA,No
"MÈdio Pandeiros, floresta ripÌcola",Brazil,-15.31110001,-44.9919014,NA,NA,No
"Mendanha, Rio Jequitinhonha, floresta semidecÌdua",Brazil,-18.2656002,-43.44940186,NA,NA,No
"Milho Verde, Rio Jequitinhonha, floresta semidecidual",Brazil,-18.48419952,-43.53170013,NA,NA,No
"Mimoso do Sul, floresta semidecidual",Brazil,-21.01309967,-41.38560104,NA,NA,No
MinaÁu (Goi·s),Brazil,-13.30270004,-48.17919922,NA,NA,No
"Mineiros, cerrado rupicola",Brazil,-17.66399956,-52.27999878,NA,NA,No
"Mira Estrela, floresta semidecidual",Brazil,-19.94440079,-50.11999893,NA,NA,No
"MiraÌ, floresta semidecidual",Brazil,-21.24469948,-42.61470032,NA,NA,No
"MirandÛpolis, floresta semidecidual",Brazil,-21.0916996,-51.03749847,NA,NA,No
"Mirav‚nia, floresta ripÌcola",Brazil,-14.67109966,-44.4455986,NA,NA,No
"Mococa, floresta semidecidual",Brazil,-21.51079941,-47.09939957,NA,NA,No
"Mogi GuaÁu, floresta semidecidual",Brazil,-22.28560066,-47.16220093,NA,NA,No
"Montalv‚nia, caatinga arbÛrea",Brazil,-14.43970013,-44.43000031,NA,NA,No
"Montanha, floresta semidecidual",Brazil,-18.14640045,-40.31560135,NA,NA,No
"Monte Alegre de Minas, floresta ripÌcola",Brazil,-18.85580063,-48.94779968,NA,NA,No
"Monte Azul, caatinga alcalina",Brazil,-15.12139988,-42.86560059,NA,NA,No
"Monte Belo, floresta semidecidual",Brazil,-21.37080002,-46.28030014,NA,NA,No
"Monte Carmelo, floresta ripÌcola",Brazil,-18.66500092,-47.48469925,NA,NA,No
"Monte Santo, cerrad„o satur·vel",Brazil,-6.533100128,-47.6108017,NA,NA,No
"Montes Claros, floresta decidual",Brazil,-16.75,-43.90299988,NA,NA,No
"Montezuma, carrasco",Brazil,-15.25059986,-42.4510994,NA,NA,No
"Morro Agudo, floresta semidecidual",Brazil,-20.63940048,-48.06140137,NA,NA,No
"Morro do ChapÈu, nanofloresta rupÌcola",Brazil,-12.44939995,-41.4681015,NA,NA,No
"Morro do Ferro, floresta semidecidual",Brazil,-20.76079941,-44.53469849,NA,NA,No
"Morro do Pilar, floresta semidecÌdua",Brazil,-19.20639992,-43.43610001,NA,NA,No
"Morro do TelÈgrafo, Serra da Tiririca",Brazil,-22.9470005,-43.01580048,NA,NA,No
"Morro do TelÈgrafo, Serra da Tiririca",Brazil,-22.94619942,-43.00460052,NA,NA,No
"Morro do TelÈgrafo, Serra da Tiririca",Brazil,-22.93799973,-42.99900055,NA,NA,No
"Mossamedes, cerrado rupicola",Brazil,-16.0510006,-50.11399841,NA,NA,No
MuÁununga 2,Brazil,-18.95949936,-40.00040054,NA,NA,No
MuÁununga 2,Brazil,-18.94949913,-39.99670029,NA,NA,No
MuÁununga 3,Brazil,-18.88640022,-39.87680054,NA,NA,No
MuÁununga 3,Brazil,-18.85050011,-39.87680054,NA,NA,No
MuÁununga 4,Brazil,-18.82749939,-40.04700089,NA,NA,No
MuÁununga 6,Brazil,-18.95210075,-39.90359879,NA,NA,No
"MucugÍ, nanofloresta rupÌcola",Brazil,-13.20829964,-41.15420151,NA,NA,No
"MuriaÈ, floresta semidecidual",Brazil,-21.08029938,-42.42860031,NA,NA,No
Mussununga Forest,Brazil,-19.1515007,-40.03820038,NA,NA,No
"Nanuque, floresta semidecidual",Brazil,-17.8321991,-40.28079987,NA,NA,No
Nati (Tocantins),Brazil,-11.37320042,-46.92070007,NA,NA,No
"Natividade, floresta semidecidual",Brazil,-21.00419998,-41.94440079,NA,NA,No
"Natividade, floresta semidecidual",Brazil,-21.03560066,-41.92750168,NA,NA,No
"NazarÈ da Mata, floresta semidecidual",Brazil,-7.742199898,-35.22529984,NA,NA,No
"Nazario, cerrado rupicola",Brazil,-16.68300056,-49.75899887,NA,NA,No
"Nepomuceno, floresta semidecidual",Brazil,-21.19280052,-45.12110138,NA,NA,No
"Ninheira, carrasco",Brazil,-15.39360046,-41.57749939,NA,NA,No
"NÌsia Floresta, floresta semidecidual",Brazil,-6.092199802,-35.19139862,NA,NA,No
NiterÛi,Brazil,-22.92060089,-43.07799911,NA,NA,No
Nova (Mato Grosso),Brazil,-14.82549953,-55.10960007,NA,NA,No
"Nova Granada, floresta semidecidual",Brazil,-20.54330063,-49.22639847,NA,NA,No
"Nova Lima, Mata do Jambreiro, floresta semidecidual",Brazil,-19.97890091,-43.88420105,NA,NA,No
"Nova Ponte, floresta ripÌcola",Brazil,-19.12859917,-47.6371994,NA,NA,No
"Nova Ubirat„, floresta ripÌcola",Brazil,-12.71860027,-51.77939987,NA,NA,No
Nova Xavantina 2 (Mato Grosso),Brazil,-14.33310032,-52.33359909,NA,NA,No
"Nova Xavantina, cerrado",Brazil,-14.88000011,-52.34899902,NA,NA,No
"Novo Cruzeiro, floresta semidecidual",Brazil,-17.44860077,-41.87250137,NA,NA,No
"Novo Horizonte, floresta semidecidual",Brazil,-21.52330017,-49.3003006,NA,NA,No
"Ourinhos, floresta semidecidual",Brazil,-22.84189987,-49.88750076,NA,NA,No
"Ouro Branco, floresta semidecidual",Brazil,-20.49720001,-43.7242012,NA,NA,No
"Ouro Preto, UaimiÌ, floresta semidecidual",Brazil,-20.29109955,-43.54809952,NA,NA,No
"Padre Carvalho, carrasco",Brazil,-16.37140083,-42.5121994,NA,NA,No
"Padre ParaÌso, floresta semidecidual",Brazil,-17.04310036,-41.54059982,NA,NA,No
"Palestina, floresta semidecidual",Brazil,-20.32390022,-49.5080986,NA,NA,No
"Palmas, cerrado",Brazil,-10.25399971,-48.35900116,NA,NA,No
"Palmas, Unitins, cerradao distrofico",Brazil,-10.43099976,-48.34799957,NA,NA,No
"Pancas, floresta semidecidual",Brazil,-19.21780014,-40.77750015,NA,NA,No
"ParaÌba do Sul, floresta semidecidual",Brazil,-22.12420082,-43.36190033,NA,NA,No
"Paranapanema, floresta semidecidual",Brazil,-23.41419983,-48.74250031,NA,NA,No
"ParanavaÌ, floresta semidecidual",Brazil,-23.04220009,-50.62329865,NA,NA,No
"Paranoa, cerrado",Brazil,-15.7670002,-47.85400009,NA,NA,No
"Paraopeba, cerrado",Brazil,-19.2670002,-44.40399933,NA,NA,No
"Paraopeba, cerrado",Brazil,-19.25399971,-44.39400101,NA,NA,No
"Paraopeba, floresta ripÌcola",Brazil,-19.31189919,-44.27999878,NA,NA,No
"ParnaÌba, restinga",Brazil,-2.84800005,-41.79399872,NA,NA,No
"Parnamirim, floresta semidecidual",Brazil,-5.928100109,-35.18439865,NA,NA,No
Parque da Lajinha,Brazil,-21.79240036,-43.37969971,NA,NA,No
Parque da Lajinha,Brazil,-21.78030014,-43.37279892,NA,NA,No
Parque da Lajinha,Brazil,-21.77779961,-43.37110138,NA,NA,No
Parque da Lajinha,Brazil,-21.78140068,-43.36830139,NA,NA,No
Parque da Lajinha,Brazil,-21.77750015,-43.36780167,NA,NA,No
"Parque do Rio Doce, DionÌsio, floresta semidecidual",Brazil,-19.79969978,-42.53499985,NA,NA,No
"Parque do Rio Doce, Ipatinga, floresta semidecidual",Brazil,-19.49860001,-42.52640152,NA,NA,No
"Parque do Rio Doce, MarliÈria, floresta semidecidual",Brazil,-19.68420029,-42.61830139,NA,NA,No
"Parque do Rio Doce, Ponte Queimada, floresta semidecidual",Brazil,-19.74749947,-42.48419952,NA,NA,No
"Parque do Rio Doce, TimÛteo, floresta semidecidual",Brazil,-19.5821991,-42.56940079,NA,NA,No
"Parque do Rio Doce, Vinh·tico, floresta semidecidual",Brazil,-19.76469994,-42.62440109,NA,NA,No
"Parque do Rio Preto, nanofloresta rupÌcola",Brazil,-18.23139954,-43.33420181,NA,NA,No
"Parque Estadual do Mirador, cerradao distrofico",Brazil,-6.697999954,-44.87099838,NA,NA,No
"Parque Nacional de BrasÌlia, floresta ripÌcola",Brazil,-15.69779968,-47.95999908,NA,NA,No
"Patos de Minas, floresta semidecidual",Brazil,-18.52359962,-46.53609848,NA,NA,No
"PatrocÌnio Paulista, cerrado",Brazil,-20.75799942,-47.23899841,NA,NA,No
"PatrocÌnio Paulista, floresta semidecidual",Brazil,-20.61059952,-47.15029907,NA,NA,No
"PatrocÌnio, Cratera, floresta semidecidual",Brazil,-18.87890053,-46.8628006,NA,NA,No
"PatrocÌnio, Silvano, floresta ripÌcola",Brazil,-18.79560089,-47.11640167,NA,NA,No
"PaulÌnia, floresta semidecidual",Brazil,-22.71139908,-47.09690094,NA,NA,No
"Paulista, floresta semidecidual",Brazil,-7.922200203,-34.87889862,NA,NA,No
"Paulo de Faria, floresta semidecidual",Brazil,-19.9571991,-49.53079987,NA,NA,No
"Pe de Gigante, cerrado",Brazil,-21.62700081,-47.625,NA,NA,No
"Pedra Azul, floresta semidecidual de cipÛ",Brazil,-15.95440006,-41.30080032,NA,NA,No
Pedra Preta Montalv‚nia,Brazil,-14.43080044,-44.49250031,NA,NA,No
Pedreira ItererÈ,Brazil,-21.68420029,-41.52420044,NA,NA,No
"Pedreira, floresta semidecidual",Brazil,-22.69890022,-46.83940125,NA,NA,No
"Peixe Cru, carrasco",Brazil,-17.11809921,-42.94860077,NA,NA,No
"Pen·polis, floresta semidecidual",Brazil,-21.24500084,-50.0483017,NA,NA,No
"Perdizes, Galheiro, floresta ripÌcola",Brazil,-19.20280075,-47.12939835,NA,NA,No
"Perdıes, floresta semidecidual",Brazil,-21.05809975,-44.9233017,NA,NA,No
"Pereira Barreto, floresta semidecidual",Brazil,-20.55809975,-50.99060059,NA,NA,No
PeruaÁu  Floresta DecÌdua,Brazil,-15.08500004,-44.14559937,NA,NA,No
"Pico do ItabiruÁu, nanofloresta rupÌcola",Brazil,-19.64389992,-43.30780029,NA,NA,No
"Pico do ItambÈ, nanofloresta rupÌcola",Brazil,-18.43190002,-43.36249924,NA,NA,No
"Piedade do Rio Grande, floresta semidecidual",Brazil,-21.4878006,-44.1006012,NA,NA,No
"Pindorama, floresta semidecidual",Brazil,-21.22669983,-48.93080139,NA,NA,No
"Pingo dí¡gua, floresta semidecidual",Brazil,-19.72249985,-42.42829895,NA,NA,No
"Pinheiro Alto, floresta semidecidual",Brazil,-20.5503006,-43.28559875,NA,NA,No
Pira (Tocantins),Brazil,-6.195569992,-47.99779892,NA,NA,No
Piracicaba DecÌdua (S„o Paulo),Brazil,-22.66049957,-47.65950012,NA,NA,No
"Piracicaba, floresta semidecidual",Brazil,-22.77890015,-47.83309937,NA,NA,No
"Piracicaba, floresta semidecidual",Brazil,-22.78339958,-47.8166008,NA,NA,No
"Piranga, floresta semidecidual",Brazil,-20.62859917,-43.37189865,NA,NA,No
"Piranhas, cerrado rupicola",Brazil,-16.4489994,-51.89899826,NA,NA,No
"Pirapora, floresta ripÌcola",Brazil,-17.21890068,-44.84469986,NA,NA,No
"Pirassununga, floresta semidecidual",Brazil,-21.9647007,-47.27529907,NA,NA,No
"PirenÛpolis, cerrado",Brazil,-13.15060043,-46.65499878,NA,NA,No
"PirenÛpolis, floresta ripÌcola",Brazil,-15.80560017,-48.33560181,NA,NA,No
"Pium, cerrad„o satur·vel",Brazil,-11.48499966,-47.03889847,NA,NA,No
"Piumhi, floresta ripÌcola",Brazil,-20.44059944,-46.00139999,NA,NA,No
"Planaltina, floresta ripÌcola",Brazil,-15.74810028,-47.67750168,NA,NA,No
"Planalto de Minas, carrasco",Brazil,-17.50690079,-43.19060135,NA,NA,No
"Planalto do Mucugezinho, floresta semidecidual",Brazil,-12.28499985,-41.28390121,NA,NA,No
"Planalto, floresta semidecidual",Brazil,-21.00139999,-49.97919846,NA,NA,No
Pncg_MT,Brazil,-15.46210003,-55.76800156,NA,NA,No
PNS2 (PiauÌ),Brazil,-4.124710083,-41.72930145,NA,NA,No
"PoÁıes, Boa Nova, floresta semidecidual de cipÛ",Brazil,-14.39780045,-40.14860153,NA,NA,No
"PoÁo da Jia, Caatinga ArbÛrea",Brazil,-14.54279995,-44.20470047,NA,NA,No
"Ponte de Pedra, floresta semidecidual",Brazil,-19.19169998,-50.96170044,NA,NA,No
"Ponte Nova, floresta semidecidual",Brazil,-20.42749977,-42.92890167,NA,NA,No
"Porecatu, floresta semidecidual",Brazil,-22.78829956,-53.32720184,NA,NA,No
"Porto Camargo, floresta semidecidual",Brazil,-23.37190056,-52.61610031,NA,NA,No
"Porto Ferreira, floresta semidecidual",Brazil,-21.85110092,-47.42559814,NA,NA,No
"Porto Xavier, floresta semidecidual",Brazil,-27.91640091,-55.0705986,NA,NA,No
"Potirendaba, floresta semidecidual",Brazil,-21.12669945,-49.32690048,NA,NA,No
"Pouso Alegre, floresta semidecidual",Brazil,-22.22249985,-45.98720169,NA,NA,No
Pres (Maranh„o),Brazil,-4.545110226,-44.23659897,NA,NA,No
"Presidente Epit·cio, floresta semidecidual",Brazil,-21.61829948,-51.88359833,NA,NA,No
"Presidente Kennedy, floresta semidecidual de tabuleiro",Brazil,-21.16360092,-41.17250061,NA,NA,No
"Presidente Prudente, floresta semidecidual",Brazil,-22.27529907,-51.73749924,NA,NA,No
"Primeiro de Maio, floresta semidecidual",Brazil,-22.80750084,-51.37919998,NA,NA,No
Prosperidade,Brazil,-21.4116993,-42.03279877,NA,NA,No
"Quatigu·, floresta semidecidual",Brazil,-23.45030022,-51.25419998,NA,NA,No
"Queluz, floresta semidecidual",Brazil,-22.50690079,-44.72280121,NA,NA,No
"QuerÍncia do Norte, floresta semidecidual",Brazil,-23.09609985,-51.86000061,NA,NA,No
"QuirinÛpolis, floresta ripÌcola",Brazil,-16.66530037,-48.63219833,NA,NA,No
"Quissam„, floresta semidecidual de tabuleiro",Brazil,-22.03170013,-41.67029953,NA,NA,No
"Rancharia, floresta semidecidual",Brazil,-22.08609962,-50.94609833,NA,NA,No
"Raul Soares, floresta semidecidual",Brazil,-20.1508007,-42.4294014,NA,NA,No
"Rebio das Perobas, floresta semidecidual",Brazil,-23.7439003,-49.92610168,NA,NA,No
"Resende, floresta semidecidual",Brazil,-22.43169975,-44.45529938,NA,NA,No
Reserva Biologica Municipal Mario Viana,Brazil,-14.70400047,-52.35400009,NA,NA,No
Reserva Biologica Municipal Mario Viana,Brazil,-14.68330002,-52.33330154,NA,NA,No
"Reserva BiolÛgica Guaribas, floresta semidecidual",Brazil,-6.71969986,-35.18280029,NA,NA,No
"Resplendor, floresta semidecidual",Brazil,-19.34609985,-41.25830078,NA,NA,No
"Riacho da Areia, floresta ripÌcola",Brazil,-9.191100121,-46.35359955,NA,NA,No
"Riacho dos Machados, floresta semidecidual",Brazil,-16.10250092,-43.07080078,NA,NA,No
"Ribeir„o Cascalheira, cerrado",Brazil,-15.44750023,-58.85329819,NA,NA,No
"Ribeir„o Cascalheira, UK Base Camp, cerrado",Brazil,-15.40750027,-55.8368988,NA,NA,No
"Ribeir„o do Pinhal, floresta semidecidual",Brazil,-23.91580009,-51.95330048,NA,NA,No
"Ribeir„o Preto, terra roxa, floresta semidecidual",Brazil,-21.21750069,-47.84529877,NA,NA,No
"Rio Bananal, floresta semidecidual",Brazil,-19.25419998,-40.38140106,NA,NA,No
"Rio Claro, floresta semidecidual",Brazil,-22.35829926,-47.47669983,NA,NA,No
"Rio GuaraÌ, floresta semidecidual",Brazil,-23.12940025,-54.37139893,NA,NA,No
"Rio Jardim, floresta ripÌcola",Brazil,-15.8888998,-47.45500183,NA,NA,No
"Rio ParanaÌba, floresta ripÌcola",Brazil,-19.17670059,-46.36560059,NA,NA,No
"Rio Pardo de Minas, cerrado",Brazil,-15.57900047,-42.52799988,NA,NA,No
"Rio Pardo de Minas, floresta semidecidual",Brazil,-15.62310028,-42.60829926,NA,NA,No
"Rio Pomba, floresta semidecidual",Brazil,-21.2730999,-43.1053009,NA,NA,No
"Rio S„o Bartolomeu, floresta ripÌcola",Brazil,-15.84720039,-47.71500015,NA,NA,No
"Rio Sui·-Missu, floresta ripÌcola",Brazil,-12.96420002,-51.90919876,NA,NA,No
"Rio Vermelho, floresta semidecidual",Brazil,-18.24220085,-42.96609879,NA,NA,No
"Roda Velha, floresta ripÌcola",Brazil,-12.6857996,-45.83250046,NA,NA,No
"Rosana, floresta semidecidual",Brazil,-22.56830025,-53.06219864,NA,NA,No
"RPPN CafundÛ: ARCHANJO, K.M.P.A.; SILVA, G.F.; CHICHORRO, J.F.; SOARES, C.P.B. 2012. Estrutura do componente arbÛreo da Reserva Particular do PatrimÙnio Natural CafundÛ, Cachoeiro de Itapemirim, EspÌrito Santo, Brasil. Floresta 42 (1): 145-160.",Brazil,-20.71920013,-41.22140121,NA,NA,No
"Ruy Barbosa, floresta semidecidual",Brazil,-12.55720043,-41.40969849,NA,NA,No
"S„o Carlos, floresta semidecidual",Brazil,-21.98200035,-47.86999893,NA,NA,No
"S„o Carlos, floresta semidecidual",Brazil,-21.96829987,-47.84170151,NA,NA,No
"S„o Francisco de Itabapoana, Carv„o, floresta semidecidual de tabuleiro",Brazil,-21.3932991,-41.09579849,NA,NA,No
"S„o Francisco de Itabapoana, Carv„o, floresta semidecidual de tabuleiro",Brazil,-21.41519928,-41.07749939,NA,NA,No
"S„o Francisco de Itabapoana, Funil, floresta semidecidual de tabuleiro",Brazil,-21.55220032,-41.20059967,NA,NA,No
"S„o Gabriel da Palha, floresta semidecidual",Brazil,-18.99920082,-40.51330185,NA,NA,No
"S„o Geraldo do Baixio, floresta semidecidual",Brazil,-18.87940025,-41.47969818,NA,NA,No
"S„o GonÁalo do AbaetÈ, floresta ripÌcola",Brazil,-18.37059975,-45.83280182,NA,NA,No
"S„o GonÁalo do Monte, floresta semidecidual",Brazil,-20.0135994,-43.52939987,NA,NA,No
"S„o GonÁalo do Rio Abaixo, floresta semidecidual",Brazil,-19.90189934,-43.36330032,NA,NA,No
"S„o GonÁalo do Rio Preto, floresta semidecidual",Brazil,-17.99970055,-43.39609909,NA,NA,No
"S„o GonÁalo do SapucaÌ, floresta semidecidual",Brazil,-21.86109924,-45.60139847,NA,NA,No
"S„o JerÙnimo da Serra, floresta semidecidual",Brazil,-23.74939919,-50.76940155,NA,NA,No
"S„o Jo„o da Chapada, Macacos, floresta semidecidual",Brazil,-18.00639915,-43.7256012,NA,NA,No
"S„o Jo„o de Iracema, floresta semidecidual",Brazil,-20.46890068,-50.30080032,NA,NA,No
"S„o Jo„o de PetrÛpolis, floresta semidecidual",Brazil,-19.80480003,-40.67139816,NA,NA,No
"S„o Jo„o de PetrÛpolis, floresta semidecidual",Brazil,-19.80439949,-40.6692009,NA,NA,No
"S„o Jo„o del Rei, floresta semidecidual",Brazil,-21.10169983,-44.24610138,NA,NA,No
"S„o Jo„o do Cariri, caatinga quartzosa",Brazil,-7.399000168,-36.49200058,NA,NA,No
"S„o Jo„o do Cariri, caatinga quartzosa",Brazil,-7.399000168,-36.49000168,NA,NA,No
"S„o Jo„o Evangelista, floresta semidecidual",Brazil,-18.54579926,-42.75469971,NA,NA,No
"S„o JosÈ de Ub·, floresta semidecidual",Brazil,-21.39109993,-41.92580032,NA,NA,No
"S„o JosÈ de Ub·, floresta semidecidual",Brazil,-21.39170074,-41.92499924,NA,NA,No
"S„o JosÈ de Ub·, floresta semidecidual",Brazil,-21.37529945,-41.9178009,NA,NA,No
"S„o JosÈ do Barreiro, floresta semidecidual",Brazil,-22.63470078,-44.6568985,NA,NA,No
"S„o JosÈ do Rio Pardo, floresta semidecidual",Brazil,-21.58670044,-46.80530167,NA,NA,No
"S„o JosÈ do Rio Preto, floresta semidecidual",Brazil,-20.72310066,-49.41859818,NA,NA,No
"S„o JosÈ do Vale do Rio Preto, floresta semidecidual",Brazil,-22.14529991,-42.92279816,NA,NA,No
"S„o LourenÁo da Mata, floresta semidecidual",Brazil,-8.058600426,-35.17829895,NA,NA,No
"S„o Manoel do Paran·, floresta semidecidual",Brazil,-23.27939987,-51.82580185,NA,NA,No
"S„o Pedro da Aldeia, Sepeatiba, floresta semidecidual",Brazil,-22.82169914,-42.1568985,NA,NA,No
"S„o Pedro de Caldas, floresta semidecidual",Brazil,-21.80170059,-46.24940109,NA,NA,No
"S„o Pedro do SuaÁuÌ, floresta semidecidual",Brazil,-18.3932991,-42.56140137,NA,NA,No
"S„o Sebasti„o da Bela Vista, floresta semidecidual",Brazil,-22.10750008,-45.79919815,NA,NA,No
"S„o Sebasti„o do ParaÌso, floresta semidecidual",Brazil,-20.8946991,-47.03969955,NA,NA,No
"S„o ThomÈ das Letras, floresta semidecidual",Brazil,-21.68639946,-44.94499969,NA,NA,No
"S„o Vicente FÈrrer, floresta semidecidual",Brazil,-7.606900215,-35.43190002,NA,NA,No
"Sabar·, Ch·cara do Lessa, floresta semidecidual",Brazil,-19.87829971,-43.80889893,NA,NA,No
"Sacramento, floresta semidecidual",Brazil,-19.88559914,-47.42750168,NA,NA,No
"Sales, floresta semidecidual",Brazil,-21.41279984,-49.49580002,NA,NA,No
"Salgado, floresta semidecidual",Brazil,-10.84500027,-37.57139969,NA,NA,No
"Salmour„o, floresta semidecidual",Brazil,-21.56889915,-50.73970032,NA,NA,No
"Salto da Divisa, floresta semidecidual de cipÛ",Brazil,-16.05809975,-40.04140091,NA,NA,No
"Salto do CÈu, floresta ripÌcola",Brazil,-15.22140026,-59.54529953,NA,NA,No
"Sandol‚ndia, cerrad„o satur·vel",Brazil,-11.76420021,-48.99969864,NA,NA,No
Sant (Minas Gerais),Brazil,-16.66379929,-45.44079971,NA,NA,No
"Santa B·rbara do Monte Verde, floresta semidecidual",Brazil,-21.96890068,-43.77140045,NA,NA,No
"Santa Cruz do Escalvado, floresta semidecidual",Brazil,-20.21999931,-42.84609985,NA,NA,No
"Santa FÈ do Sul, floresta semidecidual",Brazil,-20.21780014,-50.98809814,NA,NA,No
"Santa FÈ, floresta semidecidual",Brazil,-23.07670021,-52.79059982,NA,NA,No
"Santa Luzia do Itanhi, floresta semidecidual",Brazil,-11.35499954,-37.42139816,NA,NA,No
"Santa Luzia, floresta ripÌcola",Brazil,-19.72439957,-43.86640167,NA,NA,No
"Santa Rita de Caldas, floresta semidecidual",Brazil,-22.08060074,-46.34780121,NA,NA,No
"Santa Rita de Jacutinga, floresta semidecidual",Brazil,-22.19580078,-44.18280029,NA,NA,No
"Santa Rita do Passa Quatro, floresta semidecidual",Brazil,-21.71940041,-47.59389877,NA,NA,No
"Santa Rita do SapucaÌ, floresta semidecidual",Brazil,-22.26250076,-45.56190109,NA,NA,No
"Santana de Pirapama, Rio CipÛ, floresta ripÌcola",Brazil,-18.86499977,-43.90750122,NA,NA,No
"Santana do GarambÈu, floresta semidecidual",Brazil,-21.61560059,-44.10390091,NA,NA,No
"Santana do Riacho, Rio CipÛ, floresta ripÌcola",Brazil,-19.11330032,-43.74110031,NA,NA,No
"Santana do S„o Francisco, floresta semidecidual",Brazil,-10.27579975,-36.66139984,NA,NA,No
"Santo Antonio do Leverger, cerradao mesotrofico",Brazil,-15.76900005,-56.08000183,NA,NA,No
"Santo AntÙnio do Amparo, floresta semidecidual",Brazil,-20.84499931,-44.91609955,NA,NA,No
"Santos Dumont, floresta semidecidual",Brazil,-21.48920059,-43.6006012,NA,NA,No
"Sao Thome das Letras, cerrado rupicola",Brazil,-21.71999931,-45.00099945,NA,NA,No
"SapÈ, floresta semidecidual",Brazil,-7.177199841,-35.25439835,NA,NA,No
"Sapezal, cerrado",Brazil,-15.35249996,-55.8280983,NA,NA,No
"Sapucaia, floresta semidecidual",Brazil,-21.95999908,-42.82529831,NA,NA,No
"SelvÌria, floresta semidecidual",Brazil,-20.81419945,-51.6631012,NA,NA,No
"Seritinga, floresta semidecidual",Brazil,-21.9041996,-44.55810165,NA,NA,No
"Serra Azul de Minas, floresta semidecidual",Brazil,-18.35750008,-43.21640015,NA,NA,No
"Serra da BabilÙnia, nanofloresta rupÌcola",Brazil,-20.49780083,-46.47079849,NA,NA,No
"Serra da CalÁada, floresta semidecidual",Brazil,-20.13689995,-43.99670029,NA,NA,No
"Serra da Canastra, nanofloresta rupÌcola",Brazil,-20.27669907,-46.42689896,NA,NA,No
"Serra da Gandarela, floresta semidecidual",Brazil,-20.07220078,-43.66859818,NA,NA,No
"Serra da Moeda, floresta semidecidual",Brazil,-20.27029991,-43.9693985,NA,NA,No
"Serra da Pedra Grande, nanofloresta rupÌcola",Brazil,-20.12310028,-44.35329819,NA,NA,No
"Serra da Petrovina, floresta ripÌcola",Brazil,-15.85219955,-52.23889923,NA,NA,No
"Serra da Piedade, Penedia, floresta semidecidual",Brazil,-19.83060074,-43.64860153,NA,NA,No
"Serra da Piedade, Santu·rio, nanofloresta rupÌcola",Brazil,-19.81559944,-43.67779922,NA,NA,No
"Serra das Almas, caatinga quartzosa",Brazil,-5.141389847,-40.90140152,NA,NA,No
"Serra das Almas, caatinga quartzosa",Brazil,-5.116390228,-40.87250137,NA,NA,No
"Serra das Araras, floresta ripÌcola",Brazil,-15.64640045,-45.50500107,NA,NA,No
"Serra das Paridas, floresta semidecidual",Brazil,-12.47780037,-41.35189819,NA,NA,No
"Serra de Caldas Novas, cerrado",Brazil,-17.78000069,-48.70000076,NA,NA,No
"Serra de Itabirito, floresta semidecidual",Brazil,-20.24670029,-43.85139847,NA,NA,No
"Serra de Ouro Branco, nanofloresta rupÌcola",Brazil,-20.5060997,-43.65029907,NA,NA,No
"Serra de S„o JosÈ, nanofloresta rupÌcola",Brazil,-21.06669998,-44.14279938,NA,NA,No
"Serra do AmbrÛsio, nanofloresta rupÌcola",Brazil,-18.10250092,-43.10329819,NA,NA,No
"Serra do Cabral, nanofloresta rupÌcola",Brazil,-17.76079941,-44.22779846,NA,NA,No
"Serra do CipÛ, Juquinha, nanofloresta rupÌcola",Brazil,-19.26140022,-43.54669952,NA,NA,No
"Serra do CipÛ, Lapinha, nanofloresta rupÌcola",Brazil,-19.16060066,-43.65140152,NA,NA,No
"Serra do Curral, Baleia, nanofloresta rupÌcola",Brazil,-19.93580055,-43.89720154,NA,NA,No
"Serra do Curral, Mutuca, floresta semidecidual",Brazil,-20.01390076,-43.97309875,NA,NA,No
"Serra do Fac„o, cerrado rupÌcola",Brazil,-14.60499954,-47.21609879,NA,NA,No
"Serra do Rola-MoÁa, nanofloresta rupÌcola",Brazil,-20.06640053,-44.03779984,NA,NA,No
"Serrania do Amolar, floresta decidual",Brazil,-19.00720024,-52.58029938,NA,NA,No
"Serro, floresta semidecidual",Brazil,-18.5489006,-43.38779831,NA,NA,No
"Sete Lagoas, floresta ripÌcola",Brazil,-19.49860001,-44.31999969,NA,NA,No
"SimonÈsia, floresta semidecidual",Brazil,-20.14609909,-42.02059937,NA,NA,No
"Sinop, cerrad„o distrÛfico",Brazil,-15.48419952,-55.72249985,NA,NA,No
Son1 (Tocantins),Brazil,-9.961810112,-47.58729935,NA,NA,No
Son2 (Tocantins),Brazil,-9.97589016,-47.66519928,NA,NA,No
Son3 (Tocantins),Brazil,-9.173290253,-47.99200058,NA,NA,No
